Time (s),Altitude (m),Altitude above sea level (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (cm),CG location (cm),Stability margin calibers (​),Thrust (N),Thrust-to-weight ratio (​),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Wind direction (°),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (cm),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
106.668,597.866,1487.866,-28.187,28.366,0.044,0.374,764.761,1.012,764.761,89.924,3.187,0.371,31.94,-101.992,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.79,0,175.137,-11.281,0,0,172.204,21.587,0,21.587,0,21.587,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.26,90,5.329,846.851,0.001,334.528,0.084,5081822.546,15.524,189.288,0.5,0.137,0.004
107.168,583.778,1473.778,-28.164,28.366,0.059,0.672,763.121,1.012,763.122,89.924,3.372,0.67,31.94,-101.992,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.79,0,175.137,-11.281,0,0,172.735,21.587,0,21.587,0,21.587,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.297,90,5.42,848.349,0.001,334.584,0.084,5091994.894,15.524,189.288,0.5,0.137,0.004
107.668,569.703,1459.703,-28.135,28.378,0.048,0.596,761.351,1.011,761.352,89.924,3.707,0.594,31.94,-101.992,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.79,0,175.137,-11.281,0,0,172.454,21.587,0,21.587,0,21.587,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.417,90,5.512,849.846,0.001,334.639,0.084,5090182.666,15.524,189.288,0.5,0.137,0.004
108.168,555.642,1445.642,-28.111,28.395,0.036,0.41,759.423,1.011,759.424,89.924,4.004,0.409,31.94,-101.992,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.79,0,175.137,-11.281,0,0,172.076,21.587,0,21.587,0,21.587,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.183,90,5.603,851.342,0.001,334.695,0.084,5086926.564,15.524,189.288,0.5,0.137,0.004
108.668,541.591,1431.591,-28.093,28.407,0.034,0.339,757.37,1.011,757.371,89.924,4.209,0.338,31.94,-101.992,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.79,0,175.137,-11.281,0,0,172.01,21.587,0,21.587,0,21.587,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.184,90,5.695,852.837,0.001,334.75,0.084,5088253.477,15.524,189.288,0.5,0.137,0.004
109.168,527.548,1417.548,-28.076,28.415,0.036,0.343,755.224,1.01,755.224,89.923,4.377,0.341,31.94,-101.992,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.79,0,175.137,-11.281,0,0,172.048,21.587,0,21.587,0,21.587,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.363,90,5.786,854.331,0.001,334.805,0.084,5091128.23,15.524,189.288,0.5,0.137,0.004
109.668,513.515,1403.515,-28.058,28.424,0.047,0.56,752.992,1.01,752.993,89.923,4.548,0.558,31.94,-101.992,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.79,0,175.137,-11.281,0,0,172.403,21.587,0,21.587,0,21.587,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.967,90,5.877,855.823,0.001,334.86,0.084,5098680.809,15.524,189.288,0.5,0.137,0.004
110.168,499.492,1389.492,-28.034,28.358,0.04,0.471,750.788,1.009,750.789,89.923,4.269,0.47,31.94,-101.992,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.791,0,175.137,-11.281,0,0,172.198,21.587,0,21.587,0,21.587,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.94,90,5.968,857.315,0.001,334.916,0.084,5097936.455,15.524,189.288,0.5,0.137,0.004
110.668,485.479,1375.479,-28.015,28.303,0.036,0.377,748.712,1.009,748.713,89.923,4.034,0.375,31.94,-101.992,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.791,0,175.137,-11.281,0,0,172.055,21.587,0,21.587,0,21.587,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.974,90,6.059,858.805,0.001,334.971,0.084,5098108.898,15.524,189.288,0.5,0.137,0.004
111.168,471.477,1361.477,-27.997,28.26,0.034,0.291,746.742,1.009,746.742,89.923,3.847,0.289,31.94,-101.992,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.791,0,175.137,-11.281,0,0,171.977,21.587,0,21.587,0,21.587,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.033,90,6.15,860.295,0.001,335.026,0.084,5099223.93,15.524,189.288,0.5,0.137,0.004
111.668,457.482,1347.482,-27.98,28.224,0.038,0.344,744.855,1.008,744.855,89.922,3.702,0.342,31.94,-101.992,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.791,0,175.137,-11.281,0,0,172.068,21.587,0,21.587,0,21.587,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.738,90,6.241,861.784,0.001,335.081,0.084,5102845.111,15.524,189.288,0.5,0.137,0.004
112.168,443.497,1333.497,-27.961,28.183,0.036,0.262,743.046,1.008,743.047,89.922,3.531,0.26,31.94,-101.992,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.791,0,175.137,-11.281,0,0,171.998,21.587,0,21.587,0,21.587,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.28,90,6.332,863.271,0.001,335.136,0.083,5104057.998,15.524,189.288,0.5,0.137,0.003
112.668,429.521,1319.521,-27.943,28.182,0.035,0.192,741.248,1.007,741.249,89.922,3.661,0.189,31.94,-101.992,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.791,0,175.137,-11.281,0,0,171.96,21.587,0,21.587,0,21.587,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.208,90,6.423,864.758,0.001,335.191,0.083,5105758.473,15.524,189.288,0.5,0.137,0.003
113.168,415.554,1305.554,-27.925,28.177,0.044,0.44,739.394,1.007,739.395,89.922,3.756,0.438,31.94,-101.992,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.791,0,175.137,-11.281,0,0,172.263,21.587,0,21.587,0,21.587,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.009,90,6.514,866.243,0.001,335.246,0.083,5112504.96,15.524,189.288,0.5,0.137,0.003
113.668,401.597,1291.597,-27.903,28.185,0.04,0.375,737.461,1.006,737.462,89.922,3.975,0.373,31.94,-101.992,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.791,0,175.137,-11.281,0,0,172.133,21.587,0,21.587,0,21.587,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.042,90,6.605,867.728,0.001,335.301,0.083,5112812.937,15.524,189.288,0.5,0.137,0.004
114.168,387.65,1277.65,-27.883,28.192,0.035,0.233,735.428,1.006,735.428,89.922,4.161,0.23,31.94,-101.992,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.791,0,175.137,-11.281,0,0,171.972,21.587,0,21.587,0,21.587,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.824,90,6.695,869.212,0.001,335.356,0.083,5112645.962,15.524,189.288,0.5,0.137,0.004
114.668,373.713,1263.713,-27.866,28.192,0.036,0.225,733.318,1.006,733.319,89.921,4.276,0.222,31.94,-101.992,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.791,0,175.137,-11.281,0,0,171.988,21.587,0,21.587,0,21.587,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.916,90,6.786,870.694,0.001,335.411,0.083,5115100.973,15.524,189.288,0.5,0.137,0.004
115.168,359.785,1249.785,-27.848,28.191,0.035,0.134,731.153,1.005,731.153,89.921,4.387,0.13,31.94,-101.992,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.791,0,175.137,-11.281,0,0,171.94,21.587,0,21.587,0,21.587,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.029,90,6.876,872.176,0.001,335.466,0.083,5116609.675,15.524,189.288,0.5,0.137,0.004
115.668,345.865,1235.865,-27.83,28.164,0.042,0.368,728.975,1.005,728.976,89.921,4.322,0.365,31.94,-101.992,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.791,0,175.137,-11.281,0,0,172.173,21.587,0,21.587,0,21.587,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.366,90,6.967,873.656,0.001,335.521,0.083,5122291.716,15.524,189.288,0.5,0.137,0.004
116.168,331.955,1221.955,-27.809,28.172,0.036,0.211,726.769,1.004,726.769,89.921,4.505,0.208,31.94,-101.992,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.791,0,175.137,-11.281,0,0,171.986,21.587,0,21.587,0,21.587,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.103,90,7.057,875.136,0.001,335.576,0.083,5121702.677,15.524,189.288,0.5,0.137,0.004
116.668,318.055,1208.055,-27.791,28.171,0.039,0.307,724.49,1.004,724.491,89.921,4.609,0.304,31.94,-101.992,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.791,0,175.137,-11.281,0,0,172.087,21.587,0,21.587,0,21.587,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.479,90,7.148,876.615,0.001,335.63,0.083,5125396.998,15.524,189.288,0.5,0.137,0.004
117.168,304.164,1194.164,-27.772,28.177,0.034,0.107,722.148,1.003,722.148,89.92,4.761,0.101,31.94,-101.992,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.791,0,175.137,-11.281,0,0,171.929,21.587,0,21.587,0,21.587,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.058,90,7.238,878.092,0.001,335.685,0.083,5125233.315,15.524,189.288,0.5,0.14,0.004
117.668,290.283,1180.283,-27.754,28.168,0.04,0.322,719.754,1.003,719.755,89.92,4.812,0.319,31.94,-101.992,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.791,0,175.137,-11.281,0,0,172.107,21.587,0,21.587,0,21.587,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.921,90,7.328,879.569,0.001,335.74,0.083,5130062.023,15.524,189.288,0.5,0.14,0.004
118.168,276.411,1166.411,-27.734,28.122,0.038,0.269,717.388,1.002,717.389,89.92,4.652,0.267,31.94,-101.992,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.791,0,175.137,-11.281,0,0,172.037,21.587,0,21.587,0,21.587,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.909,90,7.418,881.044,0.001,335.794,0.083,5131198.809,15.524,189.288,0.5,0.14,0.003
118.668,262.548,1152.548,-27.716,28.082,0.042,0.401,715.096,1.002,715.096,89.92,4.519,0.399,31.94,-101.992,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.791,0,175.137,-11.281,0,0,172.191,21.587,0,21.587,0,21.587,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.403,90,7.508,882.519,0.001,335.849,0.083,5135665.373,15.524,189.288,0.5,0.14,0.003
119.168,248.696,1138.696,-27.695,28.029,0.032,0.05,712.886,1.001,712.887,89.92,4.319,0.038,31.94,-101.992,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.791,0,175.137,-11.281,0,0,171.887,21.587,0,21.587,0,21.587,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.223,90,7.598,883.992,0.001,335.904,0.082,5133274.792,15.524,189.288,0.5,0.14,0.003
119.668,234.852,1124.852,-27.678,28.011,0.036,0.191,710.731,1.001,710.732,89.919,4.301,0.187,31.94,-101.992,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.791,0,175.137,-11.281,0,0,171.979,21.587,0,21.587,0,21.587,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.837,90,7.688,885.465,0.001,335.958,0.082,5136812.535,15.524,189.288,0.5,0.14,0.003
120.168,221.018,1111.018,-27.661,28.007,0.04,0.339,708.557,1,708.558,89.919,4.394,0.337,31.94,-101.992,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.791,0,175.137,-11.281,0,0,172.12,21.587,0,21.587,0,21.587,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.457,90,7.778,886.937,0.001,336.013,0.082,5141059.353,15.524,189.288,0.5,0.14,0.003
120.668,207.192,1097.192,-27.641,27.962,0.033,0.074,706.402,1,706.403,89.919,4.226,0.066,31.94,-101.993,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.791,0,175.137,-11.281,0,0,171.911,21.587,0,21.587,0,21.587,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.049,90,7.868,888.407,0.001,336.067,0.082,5140065.82,15.524,189.288,0.5,0.14,0.003
121.168,193.376,1083.376,-27.624,27.94,0.034,0.039,704.298,0.999,704.299,89.919,4.193,0.018,31.94,-101.993,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.791,0,175.137,-11.281,0,0,171.926,21.587,0,21.587,0,21.587,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.253,90,7.958,889.877,0.001,336.121,0.082,5142420.127,15.524,189.288,0.5,0.14,0.003
# Event SIM_WARN occurred at t=121.668 seconds: Recovery device deployment at high speed (27.9 m/s):  "Main"
# Event RECOVERY_DEVICE_DEPLOYMENT occurred at t=121.668 seconds
121.668,179.569,1069.569,-27.607,27.924,284.7,285.122,702.199,0.999,702.2,89.918,4.202,15.517,31.94,-101.993,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.792,0,175.137,-11.281,0,0,5160.175,646.055,0,646.055,0,646.055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.747,90,8.048,891.346,0.001,336.176,0.082,5151878.769,15.524,189.288,0.004,0.14,0.003
121.671,179.474,1069.474,-26.608,26.929,263.748,264.104,702.185,0.999,702.185,89.918,4.147,13.703,31.94,-101.993,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.792,0,175.137,-11.281,0,0,4792.411,646.055,0,646.055,0,646.055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.815,90,8.048,891.356,0.001,336.176,0.079,4964913.482,15.524,189.288,0.004,0.14,0.003
121.675,179.375,1069.375,-25.609,25.935,243.567,243.86,702.169,0.999,702.17,89.918,4.095,11.955,31.94,-101.993,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.792,0,175.137,-11.281,0,0,4438.214,646.055,0,646.055,0,646.055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.887,90,8.049,891.366,0.001,336.177,0.076,4777932.84,15.524,189.288,0.004,0.14,0.003
121.679,179.272,1069.272,-24.611,24.941,224.157,224.393,702.152,0.999,702.153,89.918,4.046,10.273,31.94,-101.993,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.792,0,175.137,-11.281,0,0,4097.594,646.055,0,646.055,0,646.055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.966,90,8.05,891.377,0.001,336.177,0.073,4590941.472,15.524,189.288,0.004,0.14,0.003
121.684,179.164,1069.164,-23.612,23.948,205.519,205.702,702.134,0.999,702.135,89.918,4.001,8.658,31.94,-101.993,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.792,0,175.137,-11.281,0,0,3770.567,646.055,0,646.055,0,646.055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.052,90,8.05,891.389,0.001,336.177,0.07,4403946.291,15.524,189.288,0.005,0.14,0.003
121.689,179.052,1069.052,-22.613,22.956,187.654,187.789,702.115,0.999,702.116,89.918,3.959,7.108,31.94,-101.993,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.792,0,175.137,-11.281,0,0,3457.15,646.055,0,646.055,0,646.055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.145,90,8.051,891.401,0.001,336.178,0.067,4216957.452,15.524,189.288,0.005,0.141,0.003
121.694,178.934,1068.934,-21.613,21.966,170.562,170.654,702.094,0.999,702.095,89.918,3.921,5.625,31.94,-101.993,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.792,0,175.137,-11.281,0,0,3157.364,646.055,0,646.055,0,646.055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.247,90,8.052,891.413,0.001,336.178,0.064,4029989.739,15.524,189.288,0.006,0.141,0.003
121.7,178.811,1068.811,-20.614,20.977,154.244,154.301,702.071,0.999,702.072,89.918,3.888,4.207,31.94,-101.993,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.792,0,175.137,-11.281,0,0,2871.236,646.055,0,646.055,0,646.055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.359,90,8.053,891.426,0.001,336.179,0.061,3843064.595,15.524,189.288,0.006,0.141,0.003
121.706,178.68,1068.68,-19.614,19.99,138.721,138.772,702.046,0.999,702.047,89.918,3.86,3.756,31.94,-101.993,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.792,0,175.137,-11.281,0,0,2599.503,646.055,0,646.055,0,646.055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.365,90,8.054,891.44,0.001,336.179,0.058,3656706.492,15.524,189.288,0.007,0.141,0.002
121.713,178.542,1068.542,-18.615,19.005,123.97,124.015,702.018,0.999,702.019,89.918,3.833,3.358,31.94,-101.993,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.792,0,175.137,-11.281,0,0,2341.297,646.055,0,646.055,0,646.055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.366,90,8.054,891.455,0.001,336.18,0.055,3470363.259,15.524,189.288,0.008,0.141,0.002
121.722,178.396,1068.396,-17.615,18.021,109.99,110.03,701.988,0.999,701.988,89.918,3.806,2.979,31.94,-101.993,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.792,0,175.137,-11.281,0,0,2096.591,646.055,0,646.055,0,646.055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.369,90,8.055,891.47,0.001,336.18,0.052,3284017.305,15.524,189.288,0.009,0.141,0.002
121.731,178.241,1068.241,-16.615,17.04,96.782,96.817,701.953,0.999,701.954,89.918,3.779,2.622,31.94,-101.993,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.792,0,175.137,-11.281,0,0,1865.385,646.055,0,646.055,0,646.055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.371,90,8.056,891.487,0.001,336.181,0.049,3097668.41,15.524,189.288,0.01,0.141,0.002
121.741,178.074,1068.074,-15.616,16.06,84.345,84.376,701.914,0.999,701.915,89.918,3.752,2.285,31.94,-101.993,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.792,0,175.137,-11.281,0,0,1647.681,646.055,0,646.055,0,646.055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.373,90,8.058,891.505,0.001,336.182,0.046,2911316.321,15.524,189.288,0.012,0.141,0.002
121.753,177.895,1067.895,-14.616,15.083,72.676,72.699,701.87,0.999,701.871,89.918,3.725,1.838,31.94,-101.993,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.792,0,175.137,-11.281,0,0,1443.372,646.055,0,646.055,0,646.055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.4,90,8.059,891.524,0.001,336.182,0.043,2724860.682,15.524,189.288,0.014,0.141,0.002
121.767,177.701,1067.701,-13.616,14.11,61.771,61.778,701.819,0.999,701.819,89.918,3.7,0.965,31.94,-101.993,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.792,0,175.137,-11.281,0,0,1252.312,646.055,0,646.055,0,646.055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.516,90,8.06,891.544,0.001,336.183,0.041,2538129.775,15.524,189.288,0.016,0.141,0.002
121.783,177.489,1067.489,-12.616,13.143,51.643,51.643,701.759,0.999,701.76,89.918,3.684,0.149,31.94,-101.993,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.792,0,175.137,-11.281,0,0,1074.977,646.055,0,646.055,0,646.055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.654,90,8.061,891.567,0.001,336.184,0.038,2351581.554,15.524,189.288,0.019,0.141,0.002
121.802,177.254,1067.254,-11.616,12.186,42.294,42.298,701.688,0.999,701.688,89.918,3.681,0.573,31.94,-101.993,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.792,0,175.137,-11.281,0,0,911.449,646.055,0,646.055,0,646.055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.81,90,8.063,891.592,0.001,336.185,0.035,2165357.403,15.524,189.288,0.024,0.141,0.002
121.826,176.991,1066.991,-10.617,11.241,33.721,33.733,701.6,0.999,701.601,89.918,3.695,0.891,31.94,-101.993,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.792,0,175.137,-11.281,0,0,761.539,646.055,0,646.055,0,646.055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.912,90,8.065,891.62,0.001,336.186,0.032,1979305.854,15.524,189.288,0.03,0.141,0.001
121.855,176.691,1066.691,-9.617,10.312,25.917,25.931,701.491,0.999,701.491,89.918,3.721,0.858,31.94,-101.993,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.792,0,175.137,-11.281,0,0,624.995,646.055,0,646.055,0,646.055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.953,90,8.067,891.652,0.001,336.187,0.029,1793118.835,15.524,189.288,0.039,0.141,0.001
121.894,176.34,1066.34,-8.617,9.4,18.887,18.908,701.346,0.999,701.347,89.918,3.754,0.89,31.94,-101.993,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.792,0,175.137,-11.281,0,0,502.046,646.055,0,646.055,0,646.055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.487,90,8.069,891.689,0.001,336.189,0.026,1607116.012,15.524,189.288,0.053,0.141,0.001
121.947,175.91,1065.91,-7.619,8.473,12.669,12.766,701.149,0.999,701.15,89.918,3.707,1.576,31.94,-101.993,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.792,0,175.137,-11.281,0,0,393.969,646.055,0,646.055,0,646.055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.173,90,8.072,891.735,0.001,336.19,0.023,1423679.008,15.524,189.288,0.078,0.141,0.001
122.025,175.353,1065.353,-6.626,7.533,7.169,7.194,700.864,0.999,700.864,89.918,3.584,0.605,31.94,-101.993,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.792,0,175.137,-11.281,0,0,296.955,646.055,0,646.055,0,646.055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.348,90,8.075,891.794,0.001,336.192,0.02,1236042.688,15.524,189.288,0.139,0.141,0.001
122.164,174.501,1064.501,-5.63,6.629,2.457,2.519,700.371,0.999,700.372,89.918,3.5,0.554,31.94,-101.993,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.792,0,175.137,-11.281,0,0,214.542,646.055,0,646.055,0,646.055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.755,90,8.081,891.885,0.001,336.196,0.017,1050644.116,15.524,189.288,0.23,0.141,0.001
122.394,173.271,1063.271,-5.064,6.229,0.236,1.611,699.551,0.999,699.552,89.918,3.627,1.594,31.94,-101.993,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.792,0,175.137,-11.281,0,0,177.661,646.055,0,646.055,0,646.055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.822,90,8.089,892.015,0.001,336.201,0.015,956115.861,15.524,189.288,0.256,0.141,0.001
122.65,171.983,1061.983,-5.004,5.95,0.142,2.34,698.676,0.999,698.677,89.918,3.22,2.335,31.94,-101.993,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.792,0,175.137,-11.281,0,0,178.554,646.055,0,646.055,0,646.055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.396,90,8.097,892.152,0.001,336.206,0.015,958552.556,15.524,189.288,0.259,0.141,0.001
122.909,170.693,1060.693,-4.967,6.269,-0.262,0.264,697.765,0.999,697.766,89.918,3.824,0.033,31.94,-101.993,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.792,0,175.137,-11.281,0,0,166.743,646.055,0,646.055,0,646.055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.841,90,8.105,892.29,0.001,336.211,0.015,926342.69,15.524,189.288,0.261,0.141,0.001
123.169,169.39,1059.39,-5.036,6.328,0.275,2.404,696.767,0.999,696.768,89.918,3.832,2.389,31.94,-101.993,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.792,0,175.137,-11.281,0,0,181.023,646.055,0,646.055,0,646.055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.638,90,8.114,892.428,0.001,336.216,0.015,965231.829,15.524,189.288,0.257,0.141,0.001
123.426,168.104,1058.104,-4.965,5.917,0.041,2.529,695.861,0.999,695.861,89.918,3.218,2.529,31.94,-101.993,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.792,0,175.137,-11.281,0,0,177.652,646.055,0,646.055,0,646.055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.496,90,8.122,892.565,0.001,336.221,0.015,956239.025,15.524,189.288,0.261,0.141,0.001
